Home_ID,State,City,Month,Avg_Daily_Temp,Area_sqm,Occupants,Has_Solar_Panels,Has_Battery_Storage,Energy_Efficiency_Rating,Appliance_Efficiency,Monthly_Consumption_kWh,Monthly_Cost
972,VIC,Melbourne,4,15.7,135.79,3,0,0,A,0.77,6936.97,457.84
973,VIC,Melbourne,12,16.7,203.29,2,0,1,D,0.51,12616.2,832.67
974,VIC,Melbourne,4,15.3,121.13,3,0,0,B,0.66,8746.59,577.27
975,VIC,Melbourne,9,19.1,116.32,3,0,0,A,0.52,7136.25,470.99
976,VIC,Melbourne,5,14.4,114.07,1,0,0,D,,8204.08,541.47
977,VIC,Melbourne,11,13.9,171.21,2,0,1,D,0.51,10688.76,705.46
978,VIC,Melbourne,10,18.8,125.36,4,0,1,D,0.53,10336.8,682.23
979,VIC,Melbourne,11,18.8,181.87,1,0,0,B,0.97,5784.75,381.79
980,VIC,Melbourne,1,15.4,290.47,1,0,0,C,0.95,9200.86,607.26
981,VIC,Melbourne,3,14.9,141.03,2,1,0,B,0.69,5552.34,366.45
982,VIC,Melbourne,1,12.4,278.43,3,0,0,C,0.58,15338.13,1012.32
983,VIC,Melbourne,10,15.3,125.82,4,0,1,A,0.83,7335.24,484.13
984,VIC,Melbourne,1,15.2,266.91,,0,0,D,0.53,18689.95,1233.54
985,VIC,Melbourne,11,17.4,215.4,3,0,0,C,0.59,12585.94,830.67
986,VIC,Melbourne,3,15.2,138.08,2,0,1,B,0.98,5525.22,364.66
987,VIC,Melbourne,11,19.4,149.07,1,0,0,C,0.74,8045.33,530.99
988,VIC,Melborne,11,17.8,189.17,1,0,0,E,0.54,12572.12,829.76
989,VIC,Melbourne,3,19.8,286.44,2,0,0,D,0.7,10802.36,712.96
990,VIC,Melbourne,2,16.8,143.3,5,1,0,B,0.85,8588.94,566.87
991,VIC,Melbourne,10,16.3,74.87,2,0,0,B,0.68,7716.27,509.27
992,VIC,Melbourne,3,16.8,220.97,2,1,0,D,0.64,9051.97,597.43
993,VIC,Melbourne,11,12.9,155.95,5,0,0,C,0.87,16152.03,1066.03
994,VIC,Melbourne,3,11.3,54.6,3,0,0,D,0.79,13258.92,875.09
995,VIC,Melbourne,6,13,196.27,3,0,1,B,,5370.09,354.43
996,VIC,Melbourne,10,14.3,138.95,1,1,0,C,0.65,4885.98,322.47
997,VIC,Melbourne,1,12.9,228.53,5,0,0,B,0.78,16233.2,1071.39
998,VIC,Melbourne,1,19.3,63.78,2,0,0,C,0.6,10818.98,714.05
999,VIC,Melbourne,11,10.2,274.19,5,1,0,A,0.96,9969.2,657.97
1000,VIC,Melbourne,10,10.8,83.55,3,1,0,D,0.88,6973.46,460.25
1001,QLD,Brisbane,4,22.2,79.07,5,1,0,D,0.75,9264.12,611.43
1002,QLD,Brisbane,7,19.7,151.18,5,0,1,D,0.81,8443.97,557.3
1003,QLD,Brisbane,11,19.1,143.36,5,1,0,D,0.85,11183.36,738.1
1004,QLD,Brisbane,1,26,59.59,1,0,0,E,0.57,14070.03,928.62
1005,QLD,Brisbane,9,24.6,-161.68,2,0,0,A,0.86,5312.07,350.6
1006,QLD,Brisbane,1,26.7,253.29,3,1,1,E,0.85,9666.37,637.98
1007,QLD,Brisbane,7,19.3,265.28,5,0,0,B,0.83,8379.79,553.07
1008,QLD,Brisbane,4,20.6,292.88,1,0,0,E,0.71,9789.86,646.13
1009,QLD,Brisbane,6,22.7,190.37,4,0,0,E,0.88,10647.27,702.72
1010,QLD,Brisbane,2,26,121.31,4,0,0,C,0.86,13901.8,917.52
1011,QLD,Brisbane,10,21.2,232.15,5,0,0,C,0.82,13554.12,894.57
1012,QLD,Brisbane,7,16,-146.04,1,0,0,D,0.85,6341.42,418.53
1013,QLD,Brisbane,7,15.2,256.69,5,0,0,A,0.8,7955.92,525.09
1014,QLD,Brisbane,10,23.2,290.33,1,0,0,D,0.85,9385.53,619.45
1015,QLD,Brisbane,3,21.3,175.15,1,0,0,B,0.75,5925.61,391.09
1016,QLD,Brisbane,6,19.3,255.38,3,0,0,B,0.7,6506.13,429.4
1017,QLD,Brisbane,11,25.1,63.79,4,0,0,C,0.57,14523.82,958.57
1018,QLD,Brisbane,10,18.3,153.02,,0,0,E,0.85,14898.97,983.33
1019,QLD,Brisbane,3,19.3,50.32,1,0,0,C,0.61,7423.45,489.95
1020,QLD,Brisbane,11,21.7,161.09,1,1,0,E,0.56,7998.11,527.88
1021,QLD,Brisbane,3,23.9,143.58,2,1,0,D,0.59,6426.11,424.12
1022,QLD,Brisbane,5,18.4,278.61,5,0,0,D,0.67,12653.01,835.1
1023,QLD,Brisbane,7,19.6,123.96,1,1,0,A,0.82,1685.67,111.25
1024,QLD,Brisbane,12,25.2,292.8,1,0,0,A,0.86,5694.52,375.84
1025,QLD,Brisbane,1,22.6,212.65,4,0,0,B,0.79,12962.26,855.51
1026,QLD,Brisbane,1,22.8,271.59,5,0,0,C,0.81,16961.18,1119.44
1027,QLD,Brisbane,7,19.1,273.49,5,0,0,B,0.58,8964.84,591.68
1028,QLD,Brisbane,1,22.7,100.04,1,0,0,A,0.95,4363.71,288
1029,QLD,Brisbane,11,23.9,238.1,1,0,0,D,0.58,11234.62,741.49
1030,QLD,Brisbane,7,21,260.46,5,0,0,B,0.82,8440.47,557.07
1031,QLD,Brisbane,2,26.2,153.79,5,0,0,E,0.76,20006.65,1320.44
1032,QLD,Brisbane,8,18.6,283.57,1,1,0,A,0.97,1885.03,124.41
1033,QLD,Brisbane,7,19.4,188.88,3,0,0,D,0.66,8562.18,565.1
1034,QLD,Brisbane,6,20.9,192.38,4,1,0,C,0.97,4979.39,328.64
1035,QLD,Brisbane,9,20.1,261.2,4,0,0,A,0.52,8768.74,578.74
1036,QLD,Brisbane,7,16.9,62.29,4,0,0,C,0.51,9037.42,596.47
1037,QLD,Brisbane,9,15.4,141.69,4,0,0,A,0.57,9056.57,597.73
1038,QLD,Brisbane,6,23.1,156.47,5,0,0,B,0.55,9158.25,604.44
1039,QLD,Brisbane,2,18.5,74.03,3,0,0,D,0.59,13541.72,893.75
1040,QLD,Brisbane,11,15,252.54,5,1,0,D,0.54,12469.1,822.96
1041,QLD,Brisbane,12,18.8,233.99,3,0,0,B,0.87,10557.81,696.82
1042,QLD,Brisbane,2,27.1,82.16,4,0,0,C,0.62,14931.8,985.5
1043,QLD,Brisbane,6,23.6,200.67,2,0,0,A,0.7,4503.91,297.26
1044,QLD,Brisbane,12,26.5,295.64,2,0,0,B,0.86,9908.18,653.94
1045,QLD,Brisbane,6,20.8,112.24,5,0,0,C,0.9,8987.24,593.16
1046,QLD,Brisbane,3,19.8,283.16,4,1,0,E,0.74,10443.44,689.27
1047,QLD,Brisbane,3,24.4,175.07,5,0,0,B,0.71,12941.99,854.17
1048,QLD,Brisbane,3,25.3,100.85,4,1,0,B,0.63,8677.94,572.74
1049,QLD,Brisbane,8,18,217.64,4,0,1,B,0.75,6717.29,443.34
1050,QLD,Brisbane,11,15.2,105.77,1,0,0,C,0.68,8773.52,579.05
1051,QLD,Brisbane,11,17.8,285.13,5,0,0,E,0.77,19000.73,1254.05
1052,QLD,Brisbane,7,21,162.91,4,1,0,C,0.55,6810.04,449.46
1053,QLD,Brisbane,4,19.5,101.55,5,0,0,D,0.85,12957.48,855.19
1054,QLD,Brisbane,1,22.2,152.79,3,0,0,C,0.91,12187.7,804.39
1055,QLD,Brisbane,3,24.5,58.33,5,0,0,D,0.9,15232.74,1005.36
1056,QLD,Brisbane,8,18.6,83.81,2,0,0,B,0.6,6128.06,404.45
1057,QLD,Brisbane,10,18.2,53.63,4,0,0,B,0.72,10360.92,683.82
1058,QLD,Brisbane,4,18.9,52.11,3,0,0,D,0.94,9967.26,657.84
1059,QLD,Brisbane,2,21.8,106.07,1,0,0,C,0.77,7986.56,527.11
1060,QLD,Brisbane,12,23.2,173.54,3,0,0,C,0.7,13305.05,878.13
1061,QLD,Brisbane,1,22.5,250.41,4,0,0,E,0.99,17994.35,1187.63
1062,QLD,Brisbane,12,19.8,271.23,2,0,0,D,0.74,12763.28,842.38
1063,QLD,Brisbane,1,27.9,82.59,1,1,0,D,0.83,7329.93,483.78
1064,QLD,Brisbane,11,20.9,62.32,1,0,0,C,0.74,7801.6,514.91
1065,QLD,Brisbane,4,16.2,159.06,4,0,0,D,0.55,13390.24,883.76
1066,QLD,Brisbane,5,23.5,92.21,4,0,0,C,0.63,10174.96,671.55
1067,QLD,Brisbane,7,14.2,137.84,5,0,0,C,0.82,10119.29,667.87
1068,QLD,Brisbane,9,17.3,86.28,4,1,1,D,0.83,5573.1,367.82
1069,QLD,Brisbane,2,27.5,65.82,3,1,1,E,1,9647.41,636.73
1070,QLD,Brisbane,11,15.4,269.72,5,0,1,E,0.56,,965.69
1071,QLD,Brisbane,7,16,58.2,2,1,0,A,0.63,2812.58,185.63
1072,QLD,Brisbane,3,25,179.06,5,0,0,A,0.64,11678.9,770.81
1073,QLD,Brisbane,6,15.2,102.75,3,0,0,C,0.66,7923.83,522.97
1074,QLD,Brisbane,3,18.3,214.94,1,0,1,D,0.78,7308.66,482.37
1075,QLD,Brisbane,2,20,102.38,4,0,0,D,0.65,14692.85,969.73
1076,QLD,Brisbane,11,16.1,280.64,1,0,0,D,0.55,11492.68,758.52
1077,QLD,Brisbane,11,15.6,218.21,1,0,0,D,0.89,10154.41,670.19
1078,QLD,Brisbane,2,25.8,118,4,1,0,D,0.9,10313.58,680.7
1079,QLD,Brisbane,9,17.5,151.52,5,0,0,D,0.53,14519.51,958.29
1080,QLD,Brisbane,12,24.1,111.41,5,1,0,D,0.63,13169.96,869.22
1081,QLD,Brisbane,6,16.8,293.26,1,0,1,E,0.55,6007.48,396.49
1082,QLD,Brisbane,1,18.1,226.88,3,0,0,C,0.56,13702.4,904.36
1083,QLD,Brisbane,9,25.6,223.29,5,0,0,B,0.82,11719.24,773.47
1084,QLD,Brisbane,6,19.1,207.94,4,0,0,E,0.58,10962.51,723.53
1085,QLD,Brisbane,2,22.3,133.34,1,0,0,B,0.86,6121.22,404
1086,QLD,Brisbane,2,24.5,258.32,2,0,0,C,0.74,10856.9,716.56
1087,QLD,Brisbane,7,17,244.42,2,0,0,D,0.98,7266.6,479.6
1088,QLD,Brisbane,6,13.6,271.06,5,0,0,E,0.77,13030.91,860.04
1089,QLD,Brisbane,3,15.9,97.76,1,0,0,D,0.69,9438.59,622.95
1090,QLD,Brisbane,11,23.8,201.1,3,0,0,D,0.84,13709.99,904.86
1091,QLD,Brisbane,10,18.4,293.44,1,0,0,D,0.66,9701.13,640.27
1092,QLD,Brisbane,3,16.9,182.46,2,1,0,E,0.51,9310.21,614.47
1093,QLD,Brisbane,11,25.3,266.84,3,0,0,C,0.74,12872.26,849.57
1094,QLD,Brisbane,4,22.5,65.88,4,0,0,C,,10279.37,678.44
1095,QLD,Brisbane,10,19.4,59.05,1,0,0,C,0.89,6585.24,434.63
1096,QLD,Brisbane,9,17.7,218.05,4,0,1,D,0.59,11652.38,769.06
1097,QLD,Brisbane,10,24.6,81.55,3,1,0,C,0.74,8396.62,554.18
1098,QLD,Brisbane,7,13.2,251.43,3,1,0,D,0.6,7780.74,513.53
1099,QLD,Brisbane,3,18.3,209.52,1,0,0,A,0.55,5147.83,339.76
1100,QLD,Brisbane,7,16.2,50.45,5,1,0,B,0.62,6945.58,458.41
1101,QLD,Brisbane,10,18.6,54.93,1,0,0,B,0.68,5782.28,381.63
1102,QLD,Brisbane,8,20.5,122.4,3,0,0,E,0.56,11059.26,729.91
1103,QLD,Brisbane,10,22.3,113.77,1,0,0,B,0.59,6350.59,419.14
1104,QLD,Brisbane,8,23.2,274.53,4,0,0,C,0.66,10506.86,693.45
1105,QLD,Brisbane,12,25,282.18,5,0,0,E,0.67,22224.23,1466.8
1106,QLD,Brisbane,3,21.4,293.86,3,0,0,C,,10466.66,690.8
1107,QLD,Brisbane,5,22.7,248.18,4,0,0,C,0.83,9911.43,654.15
1108,QLD,Brisbane,2,21.5,133.24,5,0,0,A,0.7,11669.58,770.19
1109,QLD,Brisbane,7,23.1,294.63,2,0,0,E,0.55,9466.37,624.78
1110,QLD,Brisbane,1,27.8,203.43,5,0,0,D,0.51,21612.98,1426.46
1111,QLD,Brisbane,12,20.5,199.16,4,0,0,D,0.67,16468.03,1086.89
1112,QLD,Brisbane,11,15.8,197.23,1,0,0,A,0.57,5820.93,384.18
1113,QLD,Brisbane,1,19,106.44,3,0,0,D,0.72,14271.01,941.89
1114,QLD,Brisbane,10,22.4,274.38,5,1,0,A,0.59,8604.82,567.92
1115,QLD,Brisbane,12,26.3,204.42,2,0,0,C,0.76,11935.5,787.74
1116,QLD,Brisbane,6,15.4,60.08,4,0,1,D,0.9,7144.7,471.55
1117,QLD,Brisbane,7,18.2,117.67,5,1,1,E,0.69,8026.93,529.78
1118,QLD,Brisbane,9,23.2,264.44,3,0,0,C,0.77,10038.83,662.56
1119,QLD,Brisbane,5,15.7,256.33,4,0,1,B,0.59,8283.09,546.68
1120,QLD,Brisbane,5,23.8,157.95,2,0,0,B,0.67,6424.88,424.04
1121,QLD,Brisbane,5,23.6,255.39,4,0,0,A,0.94,7243.44,478.07
1122,QLD,Brisbane,6,13.4,166.96,4,0,1,D,0.74,8527.12,562.79
1123,QLD,Brisbane,1,19.2,129.31,3,1,0,C,1,5893.38,388.96
1124,QLD,Brisbane,8,14.5,108.35,5,0,0,C,0.89,11237.68,741.69
1125,QLD,Brisbane,7,14.2,89.08,4,0,0,C,0.73,9044.14,596.91
1126,QLD,Brisbane,2,18.9,106.71,3,0,0,C,0.79,11185.94,738.27
1127,QLD,Brisbane,7,22.4,114.48,4,0,0,B,0.74,7426.56,490.15
1128,QLD,Brisbane,7,21.4,292.39,3,0,0,D,0.79,8640.36,570.26
1129,QLD,Brisbane,11,18,251.8,,0,1,C,0.77,11801.65,778.91
1130,QLD,Brisbane,7,22.2,262.69,5,0,0,C,0.72,9959.39,657.32
1131,QLD,Brisbane,3,26,243.1,3,0,0,D,0.79,13282.42,876.64
1132,QLD,Brisbane,9,16.6,192.96,4,0,0,B,0.65,10216.48,674.29
1133,QLD,Brisbane,3,22.7,50.39,1,0,0,A,0.63,4491.27,296.42
1134,QLD,Brisbane,8,17.6,97.96,4,0,0,C,0.64,9955.06,657.03
1135,QLD,Brisbane,5,15.6,185.73,2,0,0,C,0.93,7195.76,474.92
1136,QLD,Brisbane,1,25.6,218.38,1,0,0,E,0.57,14605.19,963.94
1137,QLD,Brisbane,9,17.2,260.84,5,1,1,B,0.9,7241.28,477.92
1138,QLD,Brisbane,11,25.5,75.27,3,0,1,A,0.51,6864.74,453.07
1139,QLD,Brisbane,12,17.6,276.95,3,0,0,D,0.83,14891.05,982.81
1140,QLD,Brisbane,6,18.4,77.6,4,0,0,A,0.76,6106.3,403.02
1141,QLD,Brisbane,10,17,252.58,1,0,1,B,0.99,4125.25,272.27
1142,QLD,Brisbane,4,19.7,84.82,1,0,0,C,0.64,6640.62,438.28
1143,QLD,Brisbane,10,22.3,222.71,5,0,0,E,0.96,16514.38,1089.95
1144,QLD,Brisbane,3,22.2,228.15,2,0,0,C,0.74,9358.89,617.69
1145,QLD,Brisbane,3,20,261.55,3,0,0,D,0.55,12634.65,833.89
1146,QLD,Brisbane,10,15.2,161.03,4,0,0,E,0.55,16805.07,1109.13
1147,QLD,Brisbane,3,21.1,246.84,1,0,0,B,0.98,5417.13,357.53
1148,QLD,Brisbane,2,26.7,196.46,5,0,0,C,0.67,16938.92,1117.97
1149,QLD,Brisbane,4,23.8,261.43,5,0,1,A,0.82,7447.99,491.57
1150,QLD,Brisbane,5,16.8,298.21,2,0,0,D,0.59,9469.29,624.97
1151,QLD,Brisbane,9,22.2,270.46,3,0,0,C,0.66,10177.16,671.69
1152,QLD,Brisbane,9,25.5,161,4,0,0,E,0.63,15077.91,995.14
1153,QLD,Brisbane,5,16.9,136.13,4,0,0,C,0.55,10414.73,687.37
1154,QLD,Brisbane,1,25.9,84.47,2,0,0,D,0.92,12736.36,840.6
1155,QLD,Brisbane,3,23.1,200.35,5,0,0,C,0.67,14433.7,952.62
1156,QLD,Brisbane,6,17.4,50.34,5,0,0,B,0.73,8439.9,557.03
1157,QLD,Brisbane,6,20.6,112.47,1,0,0,C,0.71,5105.73,336.98
1158,QLD,Brisbane,2,18.2,108.26,4,0,0,D,0.55,15583.78,1028.53
1159,QLD,Brisbane,12,19,175.64,3,0,0,D,0.67,14708.71,970.77
1160,QLD,Brisbane,10,18.1,221.69,2,0,0,C,0.64,9596.38,633.36
1161,QLD,Brisbane,11,21.1,286.76,3,0,0,D,,13749.28,907.45
1162,QLD,Brisbane,5,21,188.37,1,0,0,A,0.86,3251.85,214.62
1163,QLD,Brisbane,12,24.2,241.99,2,0,0,C,0.72,11793.01,778.34
1164,QLD,Brisbane,4,17.2,88.94,5,0,1,A,0.95,7334.67,484.09
1165,QLD,Brisbane,3,21.1,189.71,5,0,0,D,0.97,14470.63,955.06
1166,QLD,Brisbane,10,20.6,186.48,3,0,0,B,0.85,8611.55,568.36
1167,QLD,Brisbane,12,21.4,276.1,5,1,0,D,0.67,9858,650.63
1168,QLD,Brisbane,12,21.6,212.13,5,0,0,A,0.9,12305.23,812.14
1169,QLD,Brisbane,2,17.1,179.73,1,0,0,E,0.71,12114.22,799.54
1170,QLD,Brisbane,1,27.2,257.09,1,0,0,E,0.93,13702.29,904.35
1171,QLD,Brisbane,6,13.7,230.9,2,0,0,D,0.87,7947.18,524.51
1172,QLD,Brisbane,3,24.3,181.36,5,0,1,D,0.84,12032.79,794.16
1173,QLD,Brisbane,2,19.4,147.13,4,1,0,D,0.61,10968.04,723.89
1174,QLD,Brisbane,10,18.1,94.02,2,0,0,C,0.99,8108.92,535.19
1175,QLD,Brisbane,12,21.9,80.19,5,0,0,C,0.72,16293.16,1075.35
1176,QLD,Brisbane,2,25.1,57.69,1,0,0,B,0.55,7301.17,481.88
1177,QLD,Brisbane,2,25.2,99.23,1,0,1,E,0.62,11380.55,751.12
1178,QLD,Brisbane,8,21.1,154.41,5,1,0,B,0.8,5207.4,343.69
1179,QLD,Brisbane,5,23.7,81.8,1,0,0,B,0.78,4644.32,306.53
1180,QLD,Brisbane,12,22.9,226.2,2,0,0,D,0.68,13506.77,891.45
1181,QLD,Brisbane,4,18.5,90.89,5,0,0,C,0.87,11738.3,774.73
1182,QLD,Brisbane,5,16.2,135.38,1,0,0,C,0.66,6392.42,421.9
1183,QLD,Brisbane,8,14.5,176.69,1,0,0,C,0.67,6677.82,440.74
1184,QLD,Brisbane,7,23.9,221.66,4,0,0,A,0.56,7157.37,472.39
1185,QLD,Brisbane,7,17.4,261.44,4,0,0,C,0.68,9016.72,595.1
1186,QLD,Brisbane,3,17.6,206.83,2,0,0,C,0.92,8761.79,578.28
1187,QLD,Brisbane,5,18.8,152.68,3,0,0,D,0.65,9836.99,649.24
1188,QLD,Brisbane,5,23.8,245.83,1,0,0,B,0.94,4663.38,307.78
1189,QLD,Brisbane,4,23.1,283.28,2,1,0,A,0.76,3527.54,232.82
1190,QLD,Brisbane,7,14.6,280.07,5,0,0,D,0.75,11703.97,772.46
1191,QLD,Brisbane,10,24.2,245.98,4,0,0,C,0.78,12897.37,851.23
1192,QLD,Brisbane,7,20,229.09,4,0,0,F,0.56,10855.09,716.44
1193,QLD,Brisbane,11,23.7,278.73,5,1,1,E,0.96,7735.29,510.53
1194,QLD,Brisbane,12,24.6,231.22,4,0,0,B,0.7,13881.93,916.21
1195,QLD,Brisbane,11,25.8,173.46,4,0,0,C,0.54,15222.71,1004.7
1196,QLD,Brisbane,7,16.6,89.53,3,0,0,F,0.94,7063.77,466.21
1197,QLD,Brisbane,8,14.2,86.94,2,0,0,E,0.61,10651.84,703.02
1198,QLD,Brisbane,8,22.1,86.03,5,1,0,C,0.76,6848.55,452
1199,QLD,Brisbane,11,21.8,257.01,3,0,0,B,0.56,10929.94,721.38
1200,QLD,Brisbane,12,18.2,155.22,2,0,0,B,0.9,8411.07,555.13
1201,QLD,Brisbane,8,22.8,147.32,2,0,1,B,0.66,5428.4,358.27
1202,QLD,Brisbane,7,163,265.98,5,1,0,C,0.64,6505.5,429.36
1203,QLD,Brisbane,7,13.1,191.2,5,1,0,C,0.61,5631.94,371.71
1204,QLD,Brisbane,10,24.4,116.15,3,0,0,C,0.83,10725.99,707.92
1205,QLD,Brisbane,5,20.8,96.7,3,0,0,D,0.7,9501.71,627.11
1206,QLD,Brisbane,4,16.9,223.46,4,0,0,C,0.88,11020.74,727.37
1207,QLD,Brisbane,9,23.5,163.9,4,0,0,E,0.91,13734.02,906.45
1208,QLD,Brisbane,1,22,210.58,5,0,0,A,0.98,12095.29,798.29
1209,QLD,Brisbane,1,21.1,190.7,5,0,0,D,0.93,17515.57,1156.03
1210,QLD,Brisbane,6,16.7,125.29,4,0,0,D,0.96,9324.42,615.41
1211,QLD,Brisbane,1,17.9,63.07,5,0,0,D,0.8,,1179.24
1212,QLD,Brisbane,3,22.2,118.14,3,0,0,B,0.94,8387.93,553.6
1213,QLD,Brisbane,2,23.2,78.63,5,0,0,B,0.78,13337.75,880.29
1214,QLD,Brisbane,4,20.7,147.94,1,0,0,E,0.57,9795.68,646.52
1215,QLD,Brisbane,5,25.7,114.21,,0,0,C,,10411.56,687.16
1216,QLD,Brisbane,10,20.7,254.78,3,0,0,C,0.98,9961.88,657.48
1217,QLD,Brisbane,2,27.4,227.78,3,1,0,D,0.7,11431.15,754.46
1218,QLD,Brisbane,8,18.1,113.35,5,1,0,E,0.63,10330.55,681.82
1219,QLD,Brisbane,5,16.2,215.03,2,0,0,D,0.6,9335.45,616.14
1220,QLD,Brisbane,7,21.2,248.67,3,0,0,B,0.7,6555.86,432.69
1221,QLD,Brisbane,5,23.8,60.34,4,0,0,D,0.76,11105.2,732.94
1222,QLD,Brisbane,9,20,277.72,4,0,0,B,0.56,10037.84,662.5
1223,QLD,Brisbane,7,14.5,122.82,1,0,0,C,0.63,5810.76,383.51
1224,QLD,Brisbane,2,22.8,185.01,3,0,0,C,0.7,12144.56,801.54
1225,QLD,Brisbane,11,25.3,265.54,2,0,0,E,0.98,13816.46,911.89
1226,QLD,Brisbane,6,23.6,153.95,3,0,1,B,0.77,4669.08,308.16
1227,QLD,Brisbane,12,22.7,117.14,4,0,0,C,0.74,14711.42,970.95
1228,QLD,Brisbane,2,27.3,183.48,2,1,0,D,0.71,9671.41,638.31
1229,QLD,Brisbane,9,15.7,258.53,1,0,0,D,0.82,8616.36,568.68
1230,QLD,Brisbane,12,18.4,283.16,5,0,0,C,0.55,17584.64,1160.59
1231,QLD,Brisbane,3,18.7,104.74,3,1,0,B,0.64,6883.18,454.29
1232,QLD,Brisbane,5,17.9,159.61,4,0,0,D,0.77,10977.54,724.52
1233,QLD,Brisbane,3,25.3,52.14,3,0,0,B,0.84,8998.88,593.93
1234,QLD,Brisbane,2,22.1,297.94,5,0,1,D,0.95,12847.49,847.93
1235,QLD,Brisbane,4,21.1,260.79,1,1,0,D,0.98,5565.17,367.3
1236,QLD,Brisbane,3,20.6,153.3,4,0,0,E,0.54,15523.98,1024.58
1237,QLD,Brisbane,2,24.7,281.7,3,0,1,E,0.53,12844.54,847.74
1238,QLD,Brisbane,3,21.9,199.13,3,1,0,B,0.55,7661.2,505.64
1239,QLD,Brisbane,3,19.3,122.85,4,1,1,C,0.95,6731.71,444.29
1240,QLD,Brisbane,12,19.8,80.09,3,0,1,C,0.87,8181.49,539.98
1241,QLD,Brisbane,11,16.7,206.29,4,0,0,A,0.92,9801.61,646.91
1242,QLD,Brisbane,6,14.5,109.25,4,0,0,C,0.92,8599.64,567.58
1243,QLD,Brisbane,12,24,112.13,4,0,0,D,0.68,17232.12,1137.32
1244,QLD,Brisbane,11,23.5,82.43,5,0,0,D,0.91,16498.35,1088.89
1245,QLD,Brisbane,3,18.3,120.03,,0,0,C,0.83,8654.67,571.21
1246,QLD,Brisbane,7,13.8,252.63,4,0,0,A,0.54,7583.09,500.48
1247,QLD,Brisbane,4,25.4,230.38,1,1,0,D,0.8,5915.59,390.43
1248,QLD,Brisbane,8,17.4,105.38,5,1,0,C,0.72,8392.43,553.9
1249,QLD,Brisbane,6,22.9,268.93,3,1,0,B,0.75,4056.84,267.75
1250,QLD,Brisbane,11,18.7,66.02,2,0,0,C,0.63,9940.78,656.09
1251,QLD,Brisbane,5,18.8,227.08,1,1,0,C,0.89,2958.1,195.23
1252,QLD,Brisbane,8,20.1,231.35,2,0,0,E,0.73,9622.45,635.08
1253,QLD,Brisbane,6,23.4,238.77,2,0,0,D,0.88,7533.05,497.18
1254,QLD,Brisbane,11,20.8,84.44,5,0,0,E,0.66,18187.06,1200.35
1255,QLD,Brisbane,11,22.4,185.38,1,0,0,B,0.8,6520.4,430.35
1256,QLD,Brisbane,1,20.6,149.06,3,0,0,E,0.6,16573.14,1093.83
1257,QLD,Brisbane,12,24.8,178.3,3,0,0,D,0.76,15460.04,1020.36
1258,QLD,Brisbane,3,21,227.32,4,0,0,D,0.62,14098.4,930.49
1259,QLD,Brisbane,10,21.4,245.2,2,0,0,A,0.62,6554.12,432.57
1260,QLD,Brisbane,11,22.2,280.66,5,0,0,C,0.79,15471.22,1021.1
1261,QLD,Brisbane,1,23.8,61.76,3,0,0,A,0.79,8799.89,580.79
1262,QLD,Brisbane,7,14,208.44,1,0,0,B,0.76,4582.73,302.46
1263,QLD,Brisbane,3,22.6,123.5,4,0,0,A,0.55,9699.97,640.2
1264,QLD,Brisbane,1,22.9,99.71,4,0,0,D,0.56,17290.85,1141.2
1265,QLD,Brisbane,3,23.5,85.39,5,0,0,D,0.69,15714.2,1037.14
1266,QLD,Brisbane,9,23.5,121.35,4,0,0,B,0.96,9133.14,602.79
1267,QLD,Brisbane,11,227,122.66,1,0,0,D,0.58,10582.98,698.48
1268,QLD,Brisbane,6,20.9,92.8,2,0,0,F,0.51,8728.21,576.06
1269,QLD,Brisbane,12,27.7,229.02,5,0,0,E,0.64,23219.02,1532.46
1270,QLD,Brisbane,11,18.9,68.14,2,0,0,D,0.67,11460.57,756.4
1271,QLD,Brisbane,10,22.3,162.06,4,0,0,E,0.96,14755.06,973.83
1272,QLD,Brisbane,4,18.1,258.83,5,0,0,B,0.96,10646.6,702.68
1273,QLD,Brisbane,5,25.8,270.06,1,0,0,D,0.58,8544.26,563.92
1274,QLD,Brisbane,9,23.8,274.81,1,0,0,C,0.82,7131.71,470.69
1275,QLD,Brisbane,4,15.5,137.12,4,0,0,C,0.71,,762.8
1276,QLD,Brisbane,7,18.1,203.9,3,0,0,E,0.69,9839.4,649.4
1277,QLD,Brisbane,6,15,56.36,1,0,0,C,0.77,5281.49,348.58
1278,QLD,Brisbane,2,24.7,205.94,3,0,0,B,0.61,11176.96,737.68
1279,QLD,Brisbane,4,18.5,202.6,3,0,0,C,0.99,8934.24,589.66
1280,QLD,Brisbane,2,27.9,287.27,2,1,0,D,0.71,9910.29,654.08
1281,QLD,Brisbane,3,21.6,217.68,1,0,0,B,0.67,6339.62,418.41
1282,QLD,Brisbane,7,21.7,89.85,4,0,0,A,0.74,6188.16,408.42
1283,QLD,Brisbane,8,14.1,225.99,3,0,0,D,0.91,10239.06,675.78
1284,QLD,Brisbane,10,18,176.79,2,0,0,A,0.85,5699.58,376.17
1285,QLD,Brisbane,5,22.3,227.48,2,0,0,C,0.91,7073,466.82
1286,QLD,Brisbane,2,26.6,88.97,1,0,0,C,0.86,8326.54,549.55
1287,QLD,Brisbane,1,19.8,89.16,5,0,0,A,0.58,12683.51,837.11
1288,QLD,Brisbane,10,23.8,95.16,4,0,0,C,0.56,13025.5,859.68
1289,QLD,Brisbane,2,21.4,115.73,2,0,0,B,0.95,7347.02,484.9
